contrat_id,client_id,produit_id,agence_id,montant_finance,apport_client,taux_interet,duree_mois,mensualite,date_deblocage,date_fin_prevue,statut_contrat,motif_credit,nb_echeances_total,montant_total_du
CTR0007354,CLI009370,PROD008,AG001,25420.69,0.0,9.14,60,529.42,2021-08-05,2026-07-10,En cours,Consommation,60,31765.2
CTR0007355,CLI004508,PROD007,AG007,32691.13,0.0,9.65,36,1049.49,2021-02-12,2024-01-28,En cours,Consommation,36,37781.64
CTR0007356,CLI007343,PROD001,AG005,97707.68,9770.77,6.53,36,2995.98,2021-06-04,2024-05-19,En retard,Automobile,36,107855.28
CTR0007357,CLI003741,PROD006,AG009,281468.85,0.0,11.22,90,4639.48,2020-05-10,2027-10-01,En retard,Restructuration,90,417553.2
CTR0007358,CLI001372,PROD006,AG019,81543.57,0.0,14.05,48,2230.34,2017-01-22,2021-01-01,Soldé,Restructuration,48,107056.32
CTR0007359,CLI007994,PROD007,AG019,43605.32,0.0,8.24,12,3798.0,2015-09-24,2016-09-18,En cours,Consommation,12,45576.0
CTR0007360,CLI007682,PROD003,AG020,145220.59,0.0,10.06,48,3687.36,2015-12-06,2019-11-15,En cours,Consommation,48,176993.28
CTR0007361,CLI005010,PROD008,AG016,70227.53,0.0,9.17,42,1961.07,2016-07-15,2019-12-27,Soldé,Consommation,42,82364.94
CTR0007362,CLI004994,PROD004,AG019,70285.85,7028.59,10.96,24,3274.57,2020-03-06,2022-02-24,Restructuré,Équipement,24,78589.68
CTR0007363,CLI001215,PROD007,AG018,77590.71,0.0,9.02,12,6786.14,2020-12-17,2021-12-12,En cours,Consommation,12,81433.68
CTR0007364,CLI004896,PROD008,AG016,17147.5,0.0,7.81,54,377.63,2016-10-08,2021-03-16,En cours,Consommation,54,20392.02
CTR0007365,CLI007419,PROD008,AG009,116755.91,0.0,7.42,42,3165.02,2019-09-09,2023-02-20,En cours,Consommation,42,132930.84
CTR0007366,CLI004572,PROD008,AG019,54689.28,0.0,7.36,12,4741.17,2017-07-30,2018-07-25,Soldé,Consommation,12,56894.04
CTR0007367,CLI007901,PROD005,AG018,68441.25,10266.19,11.84,18,4168.6,2016-12-27,2018-06-20,Soldé,Automobile,18,75034.8
CTR0007368,CLI009618,PROD002,AG012,46767.35,9353.47,7.93,36,1464.01,2018-02-04,2021-01-19,En cours,Automobile,36,52704.36
CTR0007369,CLI005852,PROD002,AG002,197623.43,39524.69,8.22,12,17211.06,2019-05-12,2020-05-06,Soldé,Automobile,12,206532.72
CTR0007370,CLI006057,PROD001,AG001,317603.26,31760.33,6.49,30,11497.38,2017-10-26,2020-04-13,En cours,Automobile,30,344921.4
CTR0007371,CLI001206,PROD003,AG016,67107.4,0.0,13.47,54,1663.94,2022-02-25,2026-08-03,En cours,Consommation,54,89852.76
CTR0007372,CLI002129,PROD001,AG018,101245.01,10124.5,6.58,42,2705.39,2021-09-06,2025-02-17,En retard,Automobile,42,113626.38
CTR0007373,CLI002674,PROD006,AG016,282585.46,0.0,11.77,54,6765.71,2018-10-26,2023-04-03,En contentieux,Restructuration,54,365348.34
CTR0007374,CLI009872,PROD002,AG012,89558.2,17911.64,7.5,18,5276.09,2018-06-03,2019-11-25,En retard,Automobile,18,94969.62
CTR0007375,CLI001344,PROD005,AG015,55513.5,8327.02,10.42,18,3344.72,2018-02-27,2019-08-21,Soldé,Automobile,18,60204.96
CTR0007376,CLI007403,PROD001,AG011,189638.93,18963.89,7.83,24,8562.16,2020-07-04,2022-06-24,En cours,Automobile,24,205491.84
CTR0007377,CLI006900,PROD007,AG006,18953.92,0.0,8.18,24,858.79,2022-10-18,2024-10-07,Soldé,Consommation,24,20610.96
CTR0007378,CLI007757,PROD004,AG008,54932.31,5493.23,9.54,18,3287.45,2016-05-08,2017-10-30,En retard,Équipement,18,59174.1
CTR0007379,CLI002155,PROD003,AG013,145290.74,0.0,13.49,42,4359.04,2016-02-21,2019-08-04,Soldé,Consommation,42,183079.68
CTR0007380,CLI008975,PROD002,AG020,101020.68,20204.14,7.91,60,2043.99,2022-04-20,2027-03-25,En cours,Automobile,60,122639.4
CTR0007381,CLI003186,PROD003,AG002,48178.75,0.0,13.23,48,1298.02,2021-09-10,2025-08-20,En cours,Consommation,48,62304.96
CTR0007382,CLI001258,PROD006,AG021,111219.68,0.0,14.35,72,2312.66,2021-04-29,2027-03-29,En cours,Restructuration,72,166511.52
CTR0007383,CLI002702,PROD004,AG005,72601.54,7260.15,11.57,42,2110.37,2018-12-11,2022-05-24,Restructuré,Équipement,42,88635.54
CTR0007384,CLI003558,PROD007,AG001,50605.8,0.0,8.24,36,1591.41,2016-03-16,2019-03-01,Restructuré,Consommation,36,57290.76
CTR0007385,CLI005870,PROD002,AG020,105801.98,21160.4,8.19,12,9212.85,2019-06-17,2020-06-11,Soldé,Automobile,12,110554.2
CTR0007386,CLI002459,PROD008,AG001,110761.93,0.0,8.55,12,9663.2,2015-06-02,2016-05-27,En retard,Consommation,12,115958.4
CTR0007387,CLI002487,PROD008,AG008,110058.86,0.0,7.47,12,9546.9,2020-06-12,2021-06-07,Soldé,Consommation,12,114562.8
CTR0007388,CLI006587,PROD007,AG020,35009.27,0.0,8.22,30,1294.96,2019-02-10,2021-07-29,En cours,Consommation,30,38848.8
CTR0007389,CLI004277,PROD006,AG012,282826.14,0.0,11.28,78,5132.54,2016-03-05,2022-08-01,En cours,Restructuration,78,400338.12
CTR0007390,CLI007909,PROD001,AG009,140650.17,14065.02,7.27,36,4360.25,2017-04-24,2020-04-08,En retard,Automobile,36,156969.0
CTR0007391,CLI003716,PROD003,AG006,119796.71,0.0,10.34,18,7213.41,2022-07-28,2024-01-19,Soldé,Consommation,18,129841.38
CTR0007392,CLI004942,PROD008,AG001,39176.48,0.0,7.5,24,1762.93,2015-05-16,2017-05-05,En cours,Consommation,24,42310.32
CTR0007393,CLI004574,PROD004,AG009,93453.34,9345.33,11.56,30,3601.77,2015-08-10,2018-01-26,En cours,Équipement,30,108053.1
CTR0007394,CLI001909,PROD006,AG010,63712.77,0.0,11.38,54,1513.11,2016-01-21,2020-06-28,En cours,Restructuration,54,81707.94
CTR0007395,CLI004774,PROD001,AG004,483492.42,48349.24,7.96,78,7959.96,2021-11-14,2028-04-11,En cours,Automobile,78,620876.88
CTR0007396,CLI007554,PROD002,AG016,190937.05,38187.41,7.27,12,16544.94,2017-08-17,2018-08-12,Soldé,Automobile,12,198539.28
CTR0007397,CLI000783,PROD001,AG010,106075.63,10607.56,6.72,48,2526.36,2019-12-05,2023-11-14,En cours,Automobile,48,121265.28
CTR0007398,CLI009639,PROD004,AG004,86603.73,8660.37,9.66,36,2780.65,2020-10-17,2023-10-02,En retard,Équipement,36,100103.4
CTR0007399,CLI006508,PROD005,AG003,18728.82,2809.32,11.61,18,1138.73,2016-05-27,2017-11-18,En cours,Automobile,18,20497.14
CTR0007400,CLI004417,PROD005,AG007,49647.16,7447.07,10.32,30,1884.62,2019-10-30,2022-04-17,Soldé,Automobile,30,56538.6
CTR0007401,CLI001977,PROD003,AG001,138099.54,0.0,9.23,36,4406.33,2019-04-28,2022-04-12,En cours,Consommation,36,158627.88
CTR0007402,CLI002963,PROD008,AG014,16488.51,0.0,8.31,18,977.47,2019-11-18,2021-05-11,En cours,Consommation,18,17594.46
CTR0007403,CLI005799,PROD006,AG003,201562.45,0.0,14.46,96,3554.41,2022-01-12,2029-12-01,Soldé,Restructuration,96,341223.36
CTR0007404,CLI005077,PROD002,AG021,159873.0,31974.6,10.37,42,4555.23,2021-02-19,2024-08-02,Soldé,Automobile,42,191319.66
CTR0007405,CLI001278,PROD003,AG020,49116.13,0.0,11.57,54,1171.07,2019-12-15,2024-05-22,En cours,Consommation,54,63237.78
CTR0007406,CLI000194,PROD001,AG001,246350.44,24635.04,6.06,42,6524.24,2015-04-20,2018-10-01,En retard,Automobile,42,274018.08
CTR0007407,CLI008044,PROD005,AG018,38671.5,5800.73,12.27,30,1503.38,2017-06-25,2019-12-12,Soldé,Automobile,30,45101.4
CTR0007408,CLI000213,PROD006,AG010,185334.25,0.0,13.24,78,3555.69,2017-02-02,2023-07-01,Restructuré,Restructuration,78,277343.82
CTR0007409,CLI007070,PROD007,AG005,25231.31,0.0,7.92,30,929.82,2022-03-10,2024-08-26,Soldé,Consommation,30,27894.6
CTR0007410,CLI009886,PROD004,AG008,14048.0,1404.8,10.38,12,1237.53,2020-03-19,2021-03-14,En cours,Équipement,12,14850.36
CTR0007411,CLI000945,PROD004,AG004,83283.91,8328.39,10.84,24,3875.5,2019-08-31,2021-08-20,Soldé,Équipement,24,93012.0
CTR0007412,CLI005897,PROD003,AG011,81430.93,0.0,10.38,42,2320.58,2020-04-06,2023-09-18,Soldé,Consommation,42,97464.36
CTR0007413,CLI007294,PROD002,AG019,110681.11,22136.22,8.81,24,5046.79,2016-11-04,2018-10-25,En retard,Automobile,24,121122.96
CTR0007414,CLI005410,PROD001,AG011,253848.62,25384.86,7.84,54,5593.98,2022-04-09,2026-09-15,En cours,Automobile,54,302074.92
CTR0007415,CLI000640,PROD007,AG016,33154.48,0.0,9.05,30,1239.02,2022-02-01,2024-07-20,Soldé,Consommation,30,37170.6
CTR0007416,CLI008531,PROD001,AG016,72740.38,7274.04,8.42,30,2697.29,2018-09-26,2021-03-14,En cours,Automobile,30,80918.7
CTR0007417,CLI007615,PROD004,AG011,17467.24,1746.72,11.96,30,676.49,2016-06-30,2018-12-17,Soldé,Équipement,30,20294.7
CTR0007418,CLI005861,PROD005,AG011,11642.28,1746.34,9.31,30,436.49,2020-12-16,2023-06-04,Restructuré,Automobile,30,13094.7
CTR0007419,CLI004832,PROD008,AG003,71203.38,0.0,8.44,24,3234.64,2021-04-03,2023-03-24,Soldé,Consommation,24,77631.36
CTR0007420,CLI001357,PROD001,AG006,423307.81,42330.78,8.14,84,6627.33,2018-09-08,2025-08-02,En cours,Automobile,84,556695.72
CTR0007421,CLI007975,PROD005,AG016,49424.64,7413.7,10.67,18,2983.57,2016-11-15,2018-05-09,Soldé,Automobile,18,53704.26
CTR0007422,CLI003602,PROD008,AG016,116361.51,0.0,9.0,48,2895.66,2021-07-03,2025-06-12,Soldé,Consommation,48,138991.68
CTR0007423,CLI006641,PROD004,AG014,94140.46,9414.05,10.85,48,2426.26,2016-02-20,2020-01-30,En cours,Équipement,48,116460.48
CTR0007424,CLI002045,PROD007,AG004,76926.29,0.0,9.75,12,6754.1,2017-04-22,2018-04-17,En cours,Consommation,12,81049.2
CTR0007425,CLI009460,PROD005,AG004,74323.91,11148.59,9.23,12,6507.67,2020-10-24,2021-10-19,Soldé,Automobile,12,78092.04
CTR0007426,CLI004447,PROD006,AG008,229226.47,0.0,13.79,84,4269.16,2017-12-19,2024-11-12,En retard,Restructuration,84,358609.44
CTR0007427,CLI008457,PROD008,AG008,114130.66,0.0,7.14,18,6705.02,2019-07-25,2021-01-15,Soldé,Consommation,18,120690.36
CTR0007428,CLI005830,PROD001,AG001,53516.84,5351.68,8.1,48,1309.02,2017-04-07,2021-03-17,En cours,Automobile,48,62832.96
CTR0007429,CLI004919,PROD001,AG003,192070.17,19207.02,7.72,84,2966.92,2019-05-26,2026-04-19,En cours,Automobile,84,249221.28
CTR0007430,CLI000461,PROD006,AG017,23566.04,0.0,13.14,48,633.86,2016-09-28,2020-09-07,Soldé,Restructuration,48,30425.28
CTR0007431,CLI003334,PROD008,AG014,119697.68,0.0,7.32,12,10374.72,2016-08-26,2017-08-21,Soldé,Consommation,12,124496.64
CTR0007432,CLI005580,PROD005,AG010,74038.69,11105.8,11.28,36,2433.76,2015-03-03,2018-02-15,En cours,Automobile,36,87615.36
CTR0007433,CLI003959,PROD005,AG017,31114.16,4667.12,9.48,48,781.39,2015-07-02,2019-06-11,Soldé,Automobile,48,37506.72
CTR0007434,CLI002556,PROD001,AG002,419925.87,41992.59,7.21,84,6381.0,2022-04-15,2029-03-09,En cours,Automobile,84,536004.0
CTR0007435,CLI005230,PROD002,AG002,196702.53,39340.51,8.43,12,17149.98,2020-10-15,2021-10-10,En contentieux,Automobile,12,205799.76
CTR0007436,CLI000869,PROD006,AG016,218011.78,0.0,11.91,42,6372.94,2016-06-01,2019-11-13,En cours,Restructuration,42,267663.48
CTR0007437,CLI008187,PROD001,AG012,316984.21,31698.42,7.28,48,7631.83,2016-06-14,2020-05-24,En cours,Automobile,48,366327.84
CTR0007438,CLI005983,PROD002,AG010,168447.57,33689.51,9.46,54,3842.43,2019-12-12,2024-05-19,En retard,Automobile,54,207491.22
CTR0007439,CLI005065,PROD002,AG001,178070.16,35614.03,9.52,48,4475.38,2021-02-14,2025-01-24,En cours,Automobile,48,214818.24
CTR0007440,CLI003371,PROD003,AG005,37679.04,0.0,12.56,24,1783.55,2015-01-03,2016-12-23,En cours,Consommation,24,42805.2
CTR0007441,CLI004739,PROD007,AG001,17720.84,0.0,9.31,30,664.38,2015-01-20,2017-07-08,Soldé,Consommation,30,19931.4
CTR0007442,CLI003496,PROD003,AG011,94876.85,0.0,9.37,54,2160.1,2018-03-17,2022-08-23,En cours,Consommation,54,116645.4
CTR0007443,CLI007372,PROD007,AG006,17422.23,0.0,8.4,24,791.14,2015-12-22,2017-12-11,En cours,Consommation,24,18987.36
CTR0007444,CLI002598,PROD001,AG020,429802.8,42980.28,5.56,72,7034.14,2023-01-12,2028-12-11,En cours,Automobile,72,506458.08
CTR0007445,CLI001475,PROD004,AG020,40842.5,4084.25,11.48,18,2480.8,2018-03-25,2019-09-16,En retard,Équipement,18,44654.4
CTR0007446,CLI000630,PROD002,AG002,119457.44,23891.49,9.46,24,5482.63,2016-10-17,2018-10-07,En cours,Automobile,24,131583.12
CTR0007447,CLI009218,PROD001,AG003,260740.53,26074.05,5.61,30,9335.34,2016-06-08,2018-11-25,En retard,Automobile,30,280060.2
CTR0007448,CLI007224,PROD002,AG009,38748.1,7749.62,8.12,60,787.9,2017-09-28,2022-09-02,Soldé,Automobile,60,47274.0
CTR0007449,CLI003390,PROD001,AG011,211859.98,21186.0,6.71,54,4556.3,2018-10-09,2023-03-17,Soldé,Automobile,54,246040.2
CTR0007450,CLI001386,PROD008,AG004,107912.22,0.0,8.87,54,2430.94,2021-06-26,2025-12-02,En cours,Consommation,54,131270.76
CTR0007451,CLI009531,PROD003,AG020,71523.78,0.0,11.18,12,6327.4,2021-08-15,2022-08-10,Restructuré,Consommation,12,75928.8
CTR0007452,CLI009549,PROD001,AG007,454378.17,45437.82,8.21,48,11137.54,2018-07-11,2022-06-20,Restructuré,Automobile,48,534601.92
CTR0007453,CLI001270,PROD004,AG020,89874.54,8987.45,8.96,12,7857.99,2015-12-05,2016-11-29,Restructuré,Équipement,12,94295.88
CTR0007454,CLI002718,PROD006,AG012,96360.13,0.0,14.79,72,2026.56,2017-11-05,2023-10-05,En cours,Restructuration,72,145912.32
CTR0007455,CLI001147,PROD007,AG006,47611.55,0.0,9.41,12,4172.76,2019-08-23,2020-08-17,En contentieux,Consommation,12,50073.12
CTR0007456,CLI003582,PROD007,AG014,15036.46,0.0,9.61,30,565.83,2021-12-12,2024-05-30,En cours,Consommation,30,16974.9
CTR0007457,CLI003888,PROD008,AG016,51573.3,0.0,6.71,18,3019.79,2020-05-09,2021-10-31,En cours,Consommation,18,54356.22
CTR0007458,CLI000409,PROD003,AG017,48207.53,0.0,13.52,18,2973.95,2019-11-20,2021-05-13,Soldé,Consommation,18,53531.1
CTR0007459,CLI008203,PROD008,AG004,77884.74,0.0,6.68,24,3475.81,2019-02-11,2021-01-31,Soldé,Consommation,24,83419.44
CTR0007460,CLI009414,PROD004,AG016,51579.94,5157.99,10.92,12,4556.8,2018-05-31,2019-05-26,En cours,Équipement,12,54681.6
CTR0007461,CLI008089,PROD003,AG012,58316.21,0.0,11.01,12,5154.36,2020-08-14,2021-08-09,Soldé,Consommation,12,61852.32
CTR0007462,CLI006872,PROD001,AG018,267263.7,26726.37,6.93,72,4547.6,2021-04-24,2027-03-24,En cours,Automobile,72,327427.2
CTR0007463,CLI002430,PROD003,AG007,54416.55,0.0,11.1,6,9365.3,2020-01-06,2020-07-04,En retard,Consommation,6,56191.8
CTR0007464,CLI006956,PROD007,AG003,26283.73,0.0,7.56,30,964.27,2022-03-09,2024-08-25,En cours,Consommation,30,28928.1
CTR0007465,CLI008424,PROD006,AG008,174824.4,0.0,11.83,60,3873.87,2016-08-16,2021-07-21,En cours,Restructuration,60,232432.2
CTR0007466,CLI002553,PROD002,AG016,45309.8,9061.96,8.49,42,1250.8,2020-04-06,2023-09-18,Soldé,Automobile,42,52533.6
CTR0007467,CLI003923,PROD001,AG013,204328.66,20432.87,7.54,18,12041.21,2015-03-01,2016-08-22,En cours,Automobile,18,216741.78
CTR0007468,CLI002561,PROD003,AG018,76958.81,0.0,10.4,36,2497.72,2016-08-24,2019-08-09,En cours,Consommation,36,89917.92
CTR0007469,CLI004022,PROD001,AG021,214818.3,21481.83,7.61,72,3725.69,2021-04-29,2027-03-29,En cours,Automobile,72,268249.68
CTR0007470,CLI001111,PROD002,AG002,140150.86,28030.17,7.73,18,8271.31,2016-03-29,2017-09-20,Restructuré,Automobile,18,148883.58
CTR0007471,CLI009106,PROD003,AG012,84673.47,0.0,9.82,18,5078.23,2021-04-17,2022-10-09,En cours,Consommation,18,91408.14
CTR0007472,CLI002193,PROD008,AG001,71267.47,0.0,8.49,24,3239.18,2017-10-14,2019-10-04,En cours,Consommation,24,77740.32
CTR0007473,CLI003636,PROD002,AG015,146006.29,29201.26,8.64,30,5428.84,2022-08-03,2025-01-19,Restructuré,Automobile,30,162865.2
CTR0007474,CLI000766,PROD003,AG009,11983.08,0.0,9.44,18,716.58,2016-07-11,2018-01-02,En retard,Consommation,18,12898.44
CTR0007475,CLI005185,PROD004,AG012,50699.02,5069.9,8.45,42,1398.62,2016-04-14,2019-09-26,En cours,Équipement,42,58742.04
CTR0007476,CLI006276,PROD002,AG010,188776.9,37755.38,9.5,30,7094.11,2023-03-03,2025-08-19,Soldé,Automobile,30,212823.3
CTR0007477,CLI001876,PROD008,AG013,113543.53,0.0,7.1,36,3511.09,2017-03-28,2020-03-12,En cours,Consommation,36,126399.24
CTR0007478,CLI007043,PROD008,AG016,66286.68,0.0,7.87,42,1810.72,2019-02-19,2022-08-02,En cours,Consommation,42,76050.24
CTR0007479,CLI003860,PROD003,AG012,118085.91,0.0,12.25,54,2855.47,2015-05-03,2019-10-09,En cours,Consommation,54,154195.38
CTR0007480,CLI003951,PROD005,AG002,62336.63,9350.49,8.95,30,2326.72,2019-01-01,2021-06-19,En cours,Automobile,30,69801.6
CTR0007481,CLI005758,PROD005,AG014,17963.88,2694.58,9.94,48,455.09,2017-05-24,2021-05-03,En cours,Automobile,48,21844.32
CTR0007482,CLI003269,PROD001,AG001,459491.62,45949.16,7.19,24,20612.23,2019-12-23,2021-12-12,En cours,Automobile,24,494693.52
CTR0007483,CLI003049,PROD001,AG011,259411.79,25941.18,6.08,72,4309.01,2019-07-24,2025-06-22,En cours,Automobile,72,310248.72
CTR0007484,CLI009255,PROD003,AG008,17189.01,0.0,12.12,54,414.54,2017-11-04,2022-04-12,En cours,Consommation,54,22385.16
CTR0007485,CLI004322,PROD001,AG018,331293.99,33129.4,7.06,66,6071.64,2015-10-29,2021-03-31,Soldé,Automobile,66,400728.24
CTR0007486,CLI006021,PROD004,AG020,39327.74,3932.77,10.28,12,3462.66,2016-07-24,2017-07-19,En cours,Équipement,12,41551.92
CTR0007487,CLI008099,PROD001,AG005,444763.96,44476.4,5.75,36,13480.26,2015-12-29,2018-12-13,Soldé,Automobile,36,485289.36
CTR0007488,CLI000168,PROD004,AG013,70595.7,7059.57,11.32,48,1835.57,2022-02-04,2026-01-14,En cours,Équipement,48,88107.36
CTR0007489,CLI008273,PROD002,AG019,97532.66,19506.53,9.47,12,8550.65,2021-02-06,2022-02-01,Soldé,Automobile,12,102607.8
CTR0007490,CLI005477,PROD006,AG020,87551.54,0.0,11.32,90,1447.81,2016-08-21,2024-01-12,En cours,Restructuration,90,130302.9
CTR0007491,CLI000659,PROD008,AG019,15612.93,0.0,7.08,18,916.81,2017-04-26,2018-10-18,En cours,Consommation,18,16502.58
CTR0007492,CLI007315,PROD006,AG005,290890.05,0.0,11.05,60,6331.91,2016-09-08,2021-08-13,En cours,Restructuration,60,379914.6
CTR0007493,CLI007175,PROD003,AG010,128685.85,0.0,11.54,30,4958.45,2016-05-02,2018-10-19,Soldé,Consommation,30,148753.5
CTR0007494,CLI003412,PROD003,AG005,12296.85,0.0,12.82,30,481.25,2021-02-23,2023-08-12,En cours,Consommation,30,14437.5
CTR0007495,CLI008310,PROD002,AG003,182952.0,36590.4,7.92,24,8267.75,2020-08-04,2022-07-25,En cours,Automobile,24,198426.0
CTR0007496,CLI001709,PROD003,AG007,17362.58,0.0,11.43,12,1538.02,2018-03-11,2019-03-06,En cours,Consommation,12,18456.24
CTR0007497,CLI002580,PROD001,AG010,149249.46,14924.95,8.07,78,2465.26,2019-11-18,2026-04-15,En cours,Automobile,78,192290.28
CTR0007498,CLI005092,PROD005,AG002,35308.43,5296.26,11.03,42,1017.17,2020-05-04,2023-10-16,En contentieux,Automobile,42,42721.14
CTR0007499,CLI007261,PROD008,AG001,62575.86,0.0,7.14,18,3676.24,2018-12-23,2020-06-15,En cours,Consommation,18,66172.32
CTR0007500,CLI000855,PROD004,AG001,17448.89,1744.89,11.43,12,1545.66,2019-09-27,2020-09-21,En retard,Équipement,12,18547.92
CTR0007501,CLI002154,PROD006,AG020,225234.0,0.0,13.11,90,3943.99,2022-07-01,2029-11-21,Soldé,Restructuration,90,354959.1
CTR0007502,CLI007620,PROD007,AG005,25634.18,0.0,7.79,24,1156.91,2016-02-16,2018-02-05,En cours,Consommation,24,27765.84
CTR0007503,CLI008597,PROD007,AG021,23181.64,0.0,7.68,36,723.01,2018-12-29,2021-12-13,Soldé,Consommation,36,26028.36
CTR0007504,CLI008512,PROD002,AG012,61927.92,12385.58,8.71,24,2820.93,2020-06-29,2022-06-19,En contentieux,Automobile,24,67702.32
CTR0007505,CLI003038,PROD005,AG006,14025.94,2103.89,9.18,24,641.93,2018-04-27,2020-04-16,En cours,Automobile,24,15406.32
CTR0007506,CLI001750,PROD006,AG003,209336.69,0.0,12.05,48,5517.78,2016-05-10,2020-04-19,Soldé,Restructuration,48,264853.44
CTR0007507,CLI009050,PROD002,AG005,63065.12,12613.02,8.34,18,3739.48,2016-08-11,2018-02-02,Soldé,Automobile,18,67310.64
CTR0007508,CLI002590,PROD005,AG001,16868.85,2530.33,8.93,36,535.88,2018-08-14,2021-07-29,En cours,Automobile,36,19291.68
CTR0007509,CLI001928,PROD004,AG018,62120.52,6212.05,8.1,24,2812.38,2021-06-24,2023-06-14,En cours,Équipement,24,67497.12
CTR0007510,CLI006880,PROD001,AG013,459604.78,45960.48,6.66,54,9873.64,2016-01-05,2020-06-12,Soldé,Automobile,54,533176.56
CTR0007511,CLI008586,PROD006,AG014,287431.99,0.0,11.69,36,9504.35,2019-07-13,2022-06-27,Soldé,Restructuration,36,342156.6
CTR0007512,CLI003678,PROD001,AG013,199950.88,19995.09,6.41,72,3352.6,2015-01-27,2020-12-26,En cours,Automobile,72,241387.2
CTR0007513,CLI005954,PROD007,AG003,22586.9,0.0,8.01,36,707.9,2019-12-12,2022-11-26,En contentieux,Consommation,36,25484.4
CTR0007514,CLI004022,PROD002,AG021,81353.6,16270.72,10.72,48,2091.58,2020-05-13,2024-04-22,En contentieux,Automobile,48,100395.84
CTR0007515,CLI001753,PROD003,AG006,121210.99,0.0,13.2,24,5773.98,2021-09-23,2023-09-13,En cours,Consommation,24,138575.52
CTR0007516,CLI008706,PROD006,AG011,115765.08,0.0,13.48,96,1976.91,2018-03-16,2026-02-02,En cours,Restructuration,96,189783.36
CTR0007517,CLI001965,PROD001,AG016,275415.64,27541.56,6.18,60,5347.64,2021-11-10,2026-10-15,Soldé,Automobile,60,320858.4
CTR0007518,CLI007245,PROD001,AG020,235111.74,23511.17,6.22,24,10443.62,2021-01-15,2023-01-05,Soldé,Automobile,24,250646.88
CTR0007519,CLI002063,PROD003,AG002,11047.71,0.0,10.25,60,236.09,2015-06-10,2020-05-14,Soldé,Consommation,60,14165.4
CTR0007520,CLI004283,PROD002,AG020,76703.29,15340.66,7.09,30,2797.59,2017-08-03,2020-01-20,En cours,Automobile,30,83927.7
CTR0007521,CLI009359,PROD001,AG018,160219.34,16021.93,7.72,54,3521.62,2016-02-23,2020-07-31,Soldé,Automobile,54,190167.48
CTR0007522,CLI003252,PROD003,AG008,76451.52,0.0,10.02,12,6722.01,2015-07-23,2016-07-17,En cours,Consommation,12,80664.12
CTR0007523,CLI002602,PROD007,AG005,26511.11,0.0,9.3,36,846.75,2023-01-22,2026-01-06,Soldé,Consommation,36,30483.0
CTR0007524,CLI002335,PROD004,AG017,65596.24,6559.62,9.98,30,2479.68,2020-06-20,2022-12-07,En cours,Équipement,30,74390.4
CTR0007525,CLI006850,PROD008,AG015,107557.05,0.0,9.25,36,3432.81,2017-03-27,2020-03-11,En contentieux,Consommation,36,123581.16
CTR0007526,CLI004903,PROD003,AG017,61097.53,0.0,10.72,60,1319.89,2022-11-04,2027-10-09,En retard,Consommation,60,79193.4
CTR0007527,CLI003693,PROD003,AG010,143337.16,0.0,13.86,48,3906.84,2021-10-03,2025-09-12,Soldé,Consommation,48,187528.32
CTR0007528,CLI002054,PROD002,AG006,151069.11,30213.82,10.69,24,7019.28,2017-04-22,2019-04-12,En cours,Automobile,24,168462.72
CTR0007529,CLI004787,PROD008,AG010,15613.19,0.0,8.5,24,709.71,2018-11-19,2020-11-08,Restructuré,Consommation,24,17033.04
CTR0007530,CLI005698,PROD007,AG006,16845.47,0.0,8.13,12,1466.37,2020-02-06,2021-01-31,En cours,Consommation,12,17596.44
CTR0007531,CLI009748,PROD004,AG007,26370.27,2637.03,10.72,12,2327.21,2017-01-27,2018-01-22,En cours,Équipement,12,27926.52
CTR0007532,CLI004641,PROD007,AG013,46975.75,0.0,8.67,36,1486.61,2018-08-08,2021-07-23,En cours,Consommation,36,53517.96
CTR0007533,CLI000850,PROD005,AG018,51880.33,7782.05,10.03,36,1674.76,2019-08-21,2022-08-05,En retard,Automobile,36,60291.36
CTR0007534,CLI005611,PROD004,AG001,84822.17,8482.22,8.42,12,7395.03,2016-12-01,2017-11-26,En cours,Équipement,12,88740.36
CTR0007535,CLI003573,PROD006,AG003,111652.38,0.0,10.22,84,1866.28,2015-12-12,2022-11-05,Soldé,Restructuration,84,156767.52
CTR0007536,CLI000174,PROD006,AG008,25193.06,0.0,11.87,72,490.83,2020-08-30,2026-07-30,En contentieux,Restructuration,72,35339.76
CTR0007537,CLI003958,PROD003,AG001,16432.08,0.0,12.59,36,550.42,2018-10-02,2021-09-16,En cours,Consommation,36,19815.12
CTR0007538,CLI006206,PROD005,AG021,25802.05,3870.31,12.16,36,858.97,2023-03-01,2026-02-13,En cours,Automobile,36,30922.92
CTR0007539,CLI000095,PROD002,AG012,195296.17,39059.23,7.41,42,5293.18,2017-05-12,2020-10-23,En cours,Automobile,42,222313.56
CTR0007540,CLI000959,PROD004,AG019,66807.69,6680.77,9.14,30,2499.46,2018-05-12,2020-10-28,En cours,Équipement,30,74983.8
CTR0007541,CLI003795,PROD003,AG003,10455.44,0.0,11.88,54,250.9,2022-03-22,2026-08-28,Soldé,Consommation,54,13548.6
CTR0007542,CLI007660,PROD003,AG002,19913.82,0.0,9.65,42,560.59,2020-06-08,2023-11-20,En cours,Consommation,42,23544.78
CTR0007543,CLI002589,PROD005,AG007,76423.27,11463.49,9.77,48,1929.86,2017-03-29,2021-03-08,Soldé,Automobile,48,92633.28
